dataset,network_type,depth,seed,relative_step,difference,metric,contrast
mnist,dendritic_additive,1,51,0.001,0.3262581567969774,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,42,1e-06,0.1821096933229053,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,42,1e-05,0.1821096933229053,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,42,0.0001,0.1821096933229053,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,42,0.001,0.1821096933229053,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,43,1e-06,0.2937618494365435,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,43,1e-05,0.2937618494365435,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,43,0.0001,0.2937618494365435,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,43,0.001,0.2937618494365435,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,44,1e-06,0.2407878989069669,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,44,1e-05,0.2407878989069669,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,44,0.0001,0.2407878989069669,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,44,0.001,0.2407878989069669,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,45,1e-06,0.2901480724826312,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,45,1e-05,0.2901480724826312,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,45,0.0001,0.2901480724826312,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,45,0.001,0.2901480724826312,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,46,1e-06,0.2246451778953558,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,46,1e-05,0.2246451778953558,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,46,0.0001,0.2246451778953558,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,46,0.001,0.2246451778953558,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,47,1e-06,0.2613195374543631,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,47,1e-05,0.2613195374543631,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,47,0.0001,0.2613195374543631,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,47,0.001,0.2613195374543631,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,48,1e-06,0.3798971537247683,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,48,1e-05,0.3798971537247683,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,48,0.0001,0.3798971537247683,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,48,0.001,0.3798971537247683,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,49,1e-06,0.2956032796001636,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,49,1e-05,0.2956032796001636,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,49,0.0001,0.2956032796001636,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,49,0.001,0.2956032796001636,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,50,1e-06,0.2681818090640164,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,50,1e-05,0.2681818090640164,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,50,0.0001,0.2681818090640164,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,50,0.001,0.2681818090640164,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,51,1e-06,0.2443097665135525,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,51,1e-05,0.2443097665135525,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,51,0.0001,0.2443097665135525,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,2,51,0.001,0.2443097665135525,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,42,1e-06,0.22494329138936614,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,42,1e-05,0.22494329138936614,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,42,0.0001,0.22494329138936614,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,42,0.001,0.22494329138936614,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,43,1e-06,0.3508528337476155,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,43,1e-05,0.3508528337476155,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,43,0.0001,0.3508528337476155,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,43,0.001,0.3508528337476155,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,44,1e-06,0.2798967638470848,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,44,1e-05,0.2798967638470848,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,44,0.0001,0.2798967638470848,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,44,0.001,0.2798967638470848,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,45,1e-06,0.23948661103167612,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,45,1e-05,0.23948661103167612,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,45,0.0001,0.23948661103167612,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,45,0.001,0.23948661103167612,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,46,1e-06,0.2527595598205975,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,46,1e-05,0.2527595598205975,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,46,0.0001,0.2527595598205975,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,46,0.001,0.2527595598205975,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,47,1e-06,0.2179698175080658,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,47,1e-05,0.2179698175080658,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,47,0.0001,0.2179698175080658,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,47,0.001,0.2179698175080658,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,48,1e-06,0.26848422791673987,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,48,1e-05,0.26848422791673987,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,48,0.0001,0.26848422791673987,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,48,0.001,0.26848422791673987,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,49,1e-06,0.2754288986623733,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,49,1e-05,0.2754288986623733,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,49,0.0001,0.2754288986623733,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,49,0.001,0.2754288986623733,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,50,1e-06,0.3073365025165336,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,50,1e-05,0.3073365025165336,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,50,0.0001,0.3073365025165336,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,50,0.001,0.3073365025165336,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,51,1e-06,0.2648294842884906,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,51,1e-05,0.2648294842884906,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,51,0.0001,0.2648294842884906,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,3,51,0.001,0.2648294842884906,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,42,1e-06,0.2377428674587885,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,42,1e-05,0.2377428674587885,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,42,0.0001,0.2377428674587885,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,42,0.001,0.2377428674587885,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,43,1e-06,0.2937889152260327,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,43,1e-05,0.2937889152260327,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,43,0.0001,0.2937889152260327,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,43,0.001,0.2937889152260327,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,44,1e-06,0.2140960323131639,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,44,1e-05,0.2140960323131639,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,44,0.0001,0.2140960323131639,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,44,0.001,0.2140960323131639,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,45,1e-06,0.2266843656354734,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,45,1e-05,0.2266843656354734,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,45,0.0001,0.2266843656354734,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,45,0.001,0.2266843656354734,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,46,1e-06,0.2287379922817807,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,46,1e-05,0.2287379922817807,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,46,0.0001,0.2287379922817807,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,46,0.001,0.2287379922817807,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,47,1e-06,0.2472954404825478,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,47,1e-05,0.2472954404825478,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,47,0.0001,0.2472954404825478,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,47,0.001,0.2472954404825478,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,48,1e-06,0.2250419970465407,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,48,1e-05,0.2250419970465407,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,48,0.0001,0.2250419970465407,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,48,0.001,0.2250419970465407,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,49,1e-06,0.2970109250804632,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,49,1e-05,0.2970109250804632,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,49,0.0001,0.2970109250804632,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,49,0.001,0.2970109250804632,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,50,1e-06,0.27721505268136054,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,50,1e-05,0.27721505268136054,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,50,0.0001,0.27721505268136054,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,50,0.001,0.27721505268136054,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,51,1e-06,0.30557261441424227,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,51,1e-05,0.30557261441424227,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,51,0.0001,0.30557261441424227,field_scaled_capture,ancestry - scalar
mnist,dendritic_additive,4,51,0.001,0.30557261441424227,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,42,1e-06,0.45630253643369617,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,42,1e-05,0.45630253643369617,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,42,0.0001,0.45630253643369617,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,42,0.001,0.45630253643369617,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,43,1e-06,0.4574275845812136,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,43,1e-05,0.4574275845812136,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,43,0.0001,0.4574275845812136,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,43,0.001,0.4574275845812136,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,44,1e-06,0.43490748608291047,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,44,1e-05,0.43490748608291047,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,44,0.0001,0.43490748608291047,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,44,0.001,0.43490748608291047,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,45,1e-06,0.449321102809318,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,45,1e-05,0.449321102809318,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,45,0.0001,0.449321102809318,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,45,0.001,0.449321102809318,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,46,1e-06,0.43886535884648503,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,46,1e-05,0.43886535884648503,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,46,0.0001,0.43886535884648503,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,46,0.001,0.43886535884648503,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,47,1e-06,0.4000748105345366,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,47,1e-05,0.4000748105345366,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,47,0.0001,0.4000748105345366,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,47,0.001,0.4000748105345366,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,48,1e-06,0.39974379594607967,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,48,1e-05,0.39974379594607967,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,48,0.0001,0.39974379594607967,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,48,0.001,0.39974379594607967,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,49,1e-06,0.4491199219866636,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,49,1e-05,0.4491199219866636,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,49,0.0001,0.4491199219866636,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,49,0.001,0.4491199219866636,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,50,1e-06,0.4196694420837588,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,50,1e-05,0.4196694420837588,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,50,0.0001,0.4196694420837588,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,50,0.001,0.4196694420837588,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,51,1e-06,0.471106632129776,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,51,1e-05,0.471106632129776,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,51,0.0001,0.471106632129776,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,1,51,0.001,0.471106632129776,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,42,1e-06,0.2669262398464577,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,42,1e-05,0.2669262398464577,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,42,0.0001,0.2669262398464577,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,42,0.001,0.2669262398464577,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,43,1e-06,0.2392837486055341,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,43,1e-05,0.2392837486055341,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,43,0.0001,0.2392837486055341,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,43,0.001,0.2392837486055341,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,44,1e-06,0.3632310273297077,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,44,1e-05,0.3632310273297077,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,44,0.0001,0.3632310273297077,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,44,0.001,0.3632310273297077,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,45,1e-06,0.3149421549912907,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,45,1e-05,0.3149421549912907,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,45,0.0001,0.3149421549912907,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,45,0.001,0.3149421549912907,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,46,1e-06,0.28843649866418103,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,46,1e-05,0.28843649866418103,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,46,0.0001,0.28843649866418103,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,46,0.001,0.28843649866418103,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,47,1e-06,0.2720469829660614,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,47,1e-05,0.2720469829660614,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,47,0.0001,0.2720469829660614,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,47,0.001,0.2720469829660614,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,48,1e-06,0.3682347438470587,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,48,1e-05,0.3682347438470587,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,48,0.0001,0.3682347438470587,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,48,0.001,0.3682347438470587,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,49,1e-06,0.2913086346615521,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,49,1e-05,0.2913086346615521,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,49,0.0001,0.2913086346615521,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,49,0.001,0.2913086346615521,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,50,1e-06,0.32517096269485735,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,50,1e-05,0.32517096269485735,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,50,0.0001,0.32517096269485735,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,50,0.001,0.32517096269485735,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,51,1e-06,0.3754016481771807,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,51,1e-05,0.3754016481771807,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,51,0.0001,0.3754016481771807,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,2,51,0.001,0.3754016481771807,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,42,1e-06,0.21272081013960764,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,42,1e-05,0.21272081013960764,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,42,0.0001,0.21272081013960764,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,42,0.001,0.21272081013960764,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,43,1e-06,0.20327312216283808,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,43,1e-05,0.20327312216283808,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,43,0.0001,0.20327312216283808,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,43,0.001,0.20327312216283808,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,44,1e-06,0.2116688373481459,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,44,1e-05,0.2116688373481459,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,44,0.0001,0.2116688373481459,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,44,0.001,0.2116688373481459,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,45,1e-06,0.2137484652753075,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,45,1e-05,0.2137484652753075,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,45,0.0001,0.2137484652753075,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,45,0.001,0.2137484652753075,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,46,1e-06,0.2102688209692956,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,46,1e-05,0.2102688209692956,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,46,0.0001,0.2102688209692956,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,46,0.001,0.2102688209692956,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,47,1e-06,0.1801423887848696,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,47,1e-05,0.1801423887848696,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,47,0.0001,0.1801423887848696,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,47,0.001,0.1801423887848696,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,48,1e-06,0.2788661977713028,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,48,1e-05,0.2788661977713028,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,48,0.0001,0.2788661977713028,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,48,0.001,0.2788661977713028,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,49,1e-06,0.1585479940043308,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,49,1e-05,0.1585479940043308,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,49,0.0001,0.1585479940043308,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,49,0.001,0.1585479940043308,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,50,1e-06,0.211327467304359,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,50,1e-05,0.211327467304359,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,50,0.0001,0.211327467304359,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,50,0.001,0.211327467304359,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,51,1e-06,0.18348130517973138,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,51,1e-05,0.18348130517973138,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,51,0.0001,0.18348130517973138,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,3,51,0.001,0.18348130517973138,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,4,42,1e-06,0.14003522833367585,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,4,42,1e-05,0.14003522833367585,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,4,42,0.0001,0.14003522833367585,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,4,42,0.001,0.14003522833367585,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,4,43,1e-06,0.1186628949600835,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,4,43,1e-05,0.1186628949600835,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,4,43,0.0001,0.1186628949600835,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,4,43,0.001,0.1186628949600835,field_scaled_capture,ancestry - scalar
mnist,dendritic_shunting,4,44,1e-06,0.11988856133088818,field_scaled_capture,ancestry - scalar
